timestamp,temperatura_ar,umidade_relativa,amonia,temperatura_globo_negro,ponto_orvalho,itgu
2025-01-01 15:15:00,33.39,49.88,10.37,39.09,21.5,88.33
2025-01-01 15:30:00,34.47,51.29,14.29,38.56,22.94,88.32
2025-01-01 15:45:00,34.48,52.61,10.79,38.26,23.37,88.18
2025-01-01 16:00:00,33.97,50.46,13.94,39.04,22.22,88.54
2025-01-01 16:15:00,32.91,51.97,9.44,36.95,21.73,86.27
2025-01-01 16:30:00,32.96,50.81,8.42,39.11,21.41,88.32
2025-01-01 16:45:00,32.64,53.57,8.41,38.7,21.98,88.12
2025-01-01 17:00:00,33.02,54.15,13.16,37.15,22.51,86.75
2025-01-01 17:15:00,32.34,54.06,11.04,37.3,21.86,86.67
2025-01-01 17:30:00,32.0,56.85,8.91,37.66,22.36,87.21
2025-01-01 17:45:00,32.47,53.88,13.47,36.36,21.92,85.75
2025-01-01 18:00:00,31.37,56.89,10.77,35.87,21.79,85.22
2025-01-01 18:15:00,30.65,60.16,10.27,35.68,22.04,85.11
2025-01-01 18:30:00,30.86,60.46,13.57,35.41,22.31,84.94
2025-01-01 18:45:00,29.76,60.31,13.53,34.85,21.25,84.0
2025-01-01 19:00:00,29.67,62.52,10.52,34.58,21.75,83.91
2025-01-01 19:15:00,29.47,63.27,14.75,33.28,21.75,82.61
2025-01-01 19:30:00,29.14,66.04,12.05,33.48,22.14,82.95
2025-01-01 19:45:00,28.64,65.63,11.67,32.42,21.56,81.68
2025-01-01 20:00:00,27.95,68.28,17.23,31.27,21.56,80.53
2025-01-01 20:15:00,27.06,66.87,13.98,31.67,20.37,80.5
2025-01-01 20:30:00,27.25,70.94,9.76,30.49,21.51,79.74
2025-01-01 20:45:00,26.57,70.29,11.63,30.4,20.72,79.36
2025-01-01 21:00:00,25.76,72.13,10.59,29.53,20.35,78.36
2025-01-01 21:15:00,25.31,74.27,10.73,28.87,20.39,77.71
2025-01-01 21:30:00,25.0,75.52,8.48,27.45,20.37,76.28
2025-01-01 21:45:00,24.46,76.11,15.69,27.76,19.98,76.45
2025-01-01 22:00:00,24.66,77.41,9.49,27.05,20.45,75.91
2025-01-01 22:15:00,23.9,78.41,9.93,26.68,19.91,75.35
2025-01-01 22:30:00,23.71,82.3,13.0,25.95,20.51,74.83
2025-01-01 22:45:00,23.39,80.51,12.03,25.61,19.84,74.25
2025-01-01 23:00:00,22.78,81.02,13.24,25.03,19.35,73.5
2025-01-01 23:15:00,22.97,84.63,10.08,25.64,20.23,74.43
2025-01-01 23:30:00,22.4,84.42,9.98,25.23,19.64,73.8
2025-01-01 23:45:00,21.4,84.14,10.69,22.67,18.61,70.87
2025-01-02 00:00:00,21.14,86.09,16.69,23.53,18.73,71.77
2025-01-02 00:15:00,21.56,85.76,13.23,22.57,19.07,70.93
2025-01-02 00:30:00,20.41,90.07,10.83,23.3,18.73,71.54
2025-01-02 00:45:00,20.04,89.97,15.09,22.37,18.34,70.47
2025-01-02 01:00:00,19.9,87.58,12.12,22.19,17.77,70.09
2025-01-02 01:15:00,20.19,89.87,11.64,21.44,18.48,69.6
2025-01-02 01:30:00,20.29,90.09,9.19,22.16,18.61,70.36
2025-01-02 01:45:00,19.52,91.53,10.13,21.84,18.1,69.86
2025-01-02 02:00:00,20.68,90.0,12.17,22.17,18.98,70.5
2025-01-02 02:15:00,20.84,92.59,14.43,21.39,19.59,69.95
2025-01-02 02:30:00,20.26,92.05,13.72,21.02,18.92,69.33
2025-01-02 02:45:00,20.44,87.32,6.9,20.93,18.26,69.0
2025-01-02 03:00:00,19.95,90.91,12.19,22.33,18.42,70.46
2025-01-02 03:15:00,20.79,87.55,11.86,20.82,18.64,69.03
2025-01-02 03:30:00,20.39,89.27,11.78,20.77,18.57,68.96
2025-01-02 03:45:00,19.85,89.94,9.65,22.16,18.15,70.2
2025-01-02 04:00:00,20.33,86.89,14.39,22.15,18.07,70.16
2025-01-02 04:15:00,20.33,88.69,10.02,22.16,18.4,70.29
2025-01-02 04:30:00,20.9,85.77,9.01,22.43,18.42,70.56
2025-01-02 04:45:00,21.97,86.68,12.53,22.67,19.64,71.24
2025-01-02 05:00:00,21.4,85.54,13.89,23.67,18.88,71.96
2025-01-02 05:15:00,21.52,84.17,6.25,23.6,18.74,71.84
2025-01-02 05:30:00,21.44,86.19,11.38,24.96,19.04,73.31
2025-01-02 05:45:00,22.62,83.65,14.8,26.11,19.71,74.7
2025-01-02 06:00:00,22.69,80.74,12.51,24.22,19.21,72.63
2025-01-02 06:15:00,22.81,78.98,9.3,25.18,18.97,73.51
2025-01-02 06:30:00,24.17,81.32,15.7,26.0,20.77,74.97
2025-01-02 06:45:00,23.93,77.55,13.35,27.28,19.77,75.9
2025-01-02 07:00:00,23.91,77.37,8.54,26.62,19.7,75.21
2025-01-02 07:15:00,25.12,79.29,13.41,26.91,21.28,76.07
2025-01-02 07:30:00,24.93,74.45,9.84,27.87,20.07,76.6
2025-01-02 07:45:00,25.65,72.66,11.87,28.88,20.37,77.71
2025-01-02 08:00:00,25.99,71.25,13.89,29.04,20.38,77.87
2025-01-02 08:15:00,26.74,69.84,13.88,29.96,20.77,78.94
2025-01-02 08:30:00,26.33,70.82,13.43,30.17,20.61,79.09
2025-01-02 08:45:00,27.15,65.98,12.12,30.27,20.24,79.06
2025-01-02 09:00:00,28.02,66.03,7.85,31.99,21.08,81.08
2025-01-02 09:15:00,28.34,64.28,12.12,31.93,20.94,80.97
2025-01-02 09:30:00,28.47,64.25,10.56,33.33,21.05,82.41
2025-01-02 09:45:00,29.58,61.88,15.6,33.66,21.49,82.9
2025-01-02 10:00:00,28.69,61.15,11.49,34.23,20.46,83.1
2025-01-02 10:15:00,30.24,60.25,11.61,34.52,21.68,83.83
2025-01-02 10:30:00,30.97,60.38,10.97,35.17,22.39,84.73
2025-01-02 10:45:00,30.69,58.24,10.95,35.7,21.54,84.95
2025-01-02 11:00:00,31.38,60.94,11.18,36.41,22.93,86.17
2025-01-02 11:15:00,32.1,56.2,9.48,35.42,22.26,84.93
2025-01-02 11:30:00,31.2,55.33,16.19,36.87,21.18,86.0
2025-01-02 11:45:00,32.39,54.63,6.47,37.68,22.08,87.13
2025-01-02 12:00:00,32.65,55.29,14.86,36.9,22.51,86.5
2025-01-02 12:15:00,32.96,52.75,17.68,38.3,22.02,87.73
2025-01-02 12:30:00,33.13,53.05,9.88,38.06,22.28,87.58
2025-01-02 12:45:00,33.61,50.78,10.81,38.61,21.99,88.03
2025-01-02 13:00:00,33.66,52.02,10.72,39.33,22.44,88.91
2025-01-02 13:15:00,33.52,49.59,12.94,38.8,21.53,88.05
2025-01-02 13:30:00,34.06,49.3,15.39,39.63,21.92,89.02
2025-01-02 13:45:00,34.03,53.2,8.89,38.94,23.15,88.77
2025-01-02 14:00:00,33.23,52.42,11.86,39.75,22.16,89.23
2025-01-02 14:15:00,34.1,48.35,12.32,40.7,21.64,89.99
2025-01-02 14:30:00,34.04,51.09,12.56,39.74,22.49,89.34
2025-01-02 14:45:00,33.67,50.75,15.36,40.42,22.04,89.86
2025-01-02 15:00:00,34.58,49.4,11.69,38.93,22.43,88.5
2025-01-02 15:15:00,33.89,52.03,15.82,38.48,22.65,88.13
2025-01-02 15:30:00,33.7,50.04,7.86,38.69,21.83,88.05
2025-01-02 15:45:00,33.96,51.17,8.76,38.38,22.44,87.96
2025-01-02 16:00:00,33.33,54.03,8.24,38.69,22.76,88.38
2025-01-02 16:15:00,33.18,51.65,11.86,37.22,21.88,86.6
2025-01-02 16:30:00,32.97,53.72,14.82,39.22,22.33,88.76
2025-01-02 16:45:00,32.71,51.71,12.15,39.27,21.47,88.5
2025-01-02 17:00:00,32.56,54.1,11.64,37.74,22.07,87.18
2025-01-02 17:15:00,32.03,54.14,10.64,37.25,21.59,86.52
2025-01-02 17:30:00,31.66,56.02,15.76,36.74,21.81,86.09
2025-01-02 17:45:00,30.56,58.45,6.82,37.06,21.47,86.29
2025-01-02 18:00:00,31.12,57.27,10.06,35.28,21.67,84.58
2025-01-02 18:15:00,30.44,61.52,15.18,35.97,22.21,85.46
2025-01-02 18:30:00,30.79,58.31,13.22,34.74,21.65,84.03
2025-01-02 18:45:00,29.61,62.22,11.06,34.36,21.61,83.64
2025-01-02 19:00:00,29.96,63.01,14.9,33.76,22.15,83.24
2025-01-02 19:15:00,28.82,64.5,11.23,33.69,21.45,82.91
2025-01-02 19:30:00,28.94,62.95,11.54,33.29,21.17,82.41
2025-01-02 19:45:00,28.16,67.67,8.48,31.9,21.61,81.18
2025-01-02 20:00:00,27.29,68.3,16.39,31.03,20.93,80.07
2025-01-02 20:15:00,26.63,71.24,11.76,31.19,20.98,80.25
2025-01-02 20:30:00,26.78,70.6,14.76,30.48,20.99,79.54
2025-01-02 20:45:00,26.59,71.53,11.86,29.73,21.02,78.8
2025-01-02 21:00:00,26.21,70.05,13.86,28.65,20.31,77.46
2025-01-02 21:15:00,25.7,73.63,12.87,28.75,20.63,77.68
2025-01-02 21:30:00,24.97,74.01,9.55,28.27,20.02,76.97
2025-01-02 21:45:00,24.91,73.87,13.18,28.12,19.93,76.8
2025-01-02 22:00:00,24.42,79.13,14.54,27.89,20.57,76.79
2025-01-02 22:15:00,23.17,76.93,12.07,26.21,18.9,74.51
2025-01-02 22:30:00,23.71,78.91,10.11,26.09,19.83,74.73
2025-01-02 22:45:00,22.87,79.0,8.62,25.04,19.03,73.39
2025-01-02 23:00:00,22.35,83.76,18.58,24.55,19.46,73.05
2025-01-02 23:15:00,22.58,83.46,13.75,24.14,19.64,72.71
2025-01-02 23:30:00,21.82,84.33,11.76,25.42,19.06,73.78
2025-01-02 23:45:00,22.2,83.98,16.43,23.72,19.36,72.19
2025-01-03 00:00:00,21.2,88.59,10.59,23.71,19.23,72.14
2025-01-03 00:15:00,21.43,88.09,8.07,23.33,19.38,71.8
2025-01-03 00:30:00,20.65,86.95,13.55,22.67,18.4,70.79
2025-01-03 00:45:00,20.79,85.93,13.53,22.62,18.35,70.73
2025-01-03 01:00:00,20.76,90.1,13.15,22.6,19.07,70.97
2025-01-03 01:15:00,20.34,86.45,12.52,22.19,18.01,70.17
2025-01-03 01:30:00,20.35,87.4,14.63,21.27,18.18,69.31
2025-01-03 01:45:00,20.12,90.64,12.07,21.69,18.54,69.86
2025-01-03 02:00:00,20.44,89.05,10.84,21.63,18.57,69.81
2025-01-03 02:15:00,19.84,89.49,10.8,21.63,18.06,69.63
2025-01-03 02:30:00,20.5,88.66,10.9,21.41,18.56,69.59
2025-01-03 02:45:00,20.59,90.25,8.29,22.04,18.94,70.35
2025-01-03 03:00:00,20.17,91.16,14.66,21.62,18.68,69.84
2025-01-03 03:15:00,19.93,91.73,11.09,22.82,18.54,71.0
2025-01-03 03:30:00,20.06,91.5,10.69,22.6,18.63,70.8
2025-01-03 03:45:00,20.2,88.52,9.7,21.31,18.24,69.37
2025-01-03 04:00:00,20.13,87.33,12.59,22.17,17.96,70.13
2025-01-03 04:15:00,21.34,86.44,11.47,22.92,18.99,71.25
2025-01-03 04:30:00,20.92,88.33,12.96,22.14,18.92,70.45
2025-01-03 04:45:00,21.25,87.37,18.14,23.16,19.06,71.52
2025-01-03 05:00:00,21.19,85.07,10.61,23.05,18.58,71.24
2025-01-03 05:15:00,21.48,86.82,10.57,24.44,19.19,72.85
2025-01-03 05:30:00,21.72,84.85,13.58,23.86,19.06,72.22
2025-01-03 05:45:00,22.47,80.91,16.49,25.34,19.02,73.69
2025-01-03 06:00:00,22.49,81.59,12.84,25.16,19.19,73.57
2025-01-03 06:15:00,23.37,84.13,10.0,25.41,20.54,74.31
2025-01-03 06:30:00,22.95,78.9,16.49,25.98,19.09,74.36
2025-01-03 06:45:00,23.7,79.18,14.97,26.51,19.87,75.17
2025-01-03 07:00:00,25.33,76.86,14.61,26.81,20.98,75.86
2025-01-03 07:15:00,25.02,79.2,11.1,27.9,21.16,77.02
2025-01-03 07:30:00,25.42,76.84,13.27,28.58,21.06,77.66
2025-01-03 07:45:00,26.06,75.66,13.62,29.44,21.42,78.65
2025-01-03 08:00:00,26.02,72.83,9.96,29.93,20.76,78.9
2025-01-03 08:15:00,26.69,70.72,15.2,29.93,20.93,78.96
2025-01-03 08:30:00,27.08,70.07,13.87,29.82,21.15,78.93
2025-01-03 08:45:00,27.72,71.94,12.55,30.93,22.19,80.42
2025-01-03 09:00:00,28.01,69.76,12.7,31.63,21.97,81.04
2025-01-03 09:15:00,28.61,66.38,12.49,32.03,21.72,81.35
2025-01-03 09:30:00,29.24,63.28,10.25,32.9,21.54,82.15
2025-01-03 09:45:00,29.73,61.29,12.94,33.11,21.47,82.34
2025-01-03 10:00:00,30.3,62.25,16.7,33.67,22.27,83.18
2025-01-03 10:15:00,29.52,57.86,10.74,34.7,20.34,83.52
2025-01-03 10:30:00,30.09,61.06,10.59,35.12,21.75,84.45
2025-01-03 10:45:00,30.38,60.2,11.75,35.83,21.79,85.17
2025-01-03 11:00:00,32.0,56.22,10.27,35.22,22.18,84.7
2025-01-03 11:15:00,31.6,57.18,12.88,36.31,22.08,85.76
2025-01-03 11:30:00,31.45,58.02,14.79,36.82,22.19,86.31
2025-01-03 11:45:00,32.4,55.65,13.12,37.55,22.38,87.11
2025-01-03 12:00:00,32.81,56.13,13.77,37.74,22.91,87.48
2025-01-03 12:15:00,33.81,53.99,16.5,38.88,23.19,88.72
2025-01-03 12:30:00,36.55,45.28,10.3,42.56,22.78,92.26
2025-01-03 12:45:00,39.59,42.12,7.28,45.52,24.31,95.77
2025-01-03 13:00:00,40.29,37.39,13.9,46.42,22.94,96.18
2025-01-03 13:15:00,40.94,41.2,11.88,46.94,25.14,97.49
2025-01-03 13:30:00,40.76,38.44,14.19,48.35,23.82,98.42
2025-01-03 13:45:00,40.78,39.92,6.9,47.83,24.47,98.14
2025-01-03 14:00:00,40.84,38.65,11.3,47.32,23.98,97.46
2025-01-03 14:15:00,41.7,40.5,13.43,47.6,25.53,98.29
2025-01-03 14:30:00,41.56,40.89,10.38,47.93,25.56,98.63
2025-01-03 14:45:00,41.26,40.13,13.59,48.33,24.99,98.82
2025-01-03 15:00:00,41.36,38.87,12.49,48.48,24.54,98.81
2025-01-03 15:15:00,40.67,40.39,12.49,47.36,24.57,97.71
2025-01-03 15:30:00,37.0,44.71,13.06,43.23,22.98,93.0
2025-01-03 15:45:00,34.86,48.66,17.36,40.24,22.44,89.82
2025-01-03 16:00:00,34.16,52.18,12.3,38.83,22.94,88.59
2025-01-03 16:15:00,33.52,50.53,7.83,38.44,21.83,87.8
2025-01-03 16:30:00,33.22,53.65,15.93,38.05,22.54,87.67
2025-01-03 16:45:00,32.33,51.17,14.62,38.1,20.95,87.14
2025-01-03 17:00:00,33.23,53.44,11.9,38.18,22.48,87.77
2025-01-03 17:15:00,32.19,56.29,8.06,37.59,22.38,87.15
2025-01-03 17:30:00,32.54,57.93,12.99,36.55,23.18,86.39
2025-01-03 17:45:00,31.81,57.2,10.32,36.16,22.29,85.68
2025-01-03 18:00:00,31.25,59.58,11.07,36.25,22.44,85.83
2025-01-03 18:15:00,31.2,54.62,7.65,36.07,20.96,85.12
2025-01-03 18:30:00,30.36,58.32,14.9,34.35,21.25,83.5
2025-01-03 18:45:00,29.91,61.67,13.19,34.46,21.75,83.79
2025-01-03 19:00:00,29.71,60.42,10.77,34.44,21.22,83.58
2025-01-03 19:15:00,28.63,62.93,14.13,34.14,20.87,83.16
2025-01-03 19:30:00,28.67,64.3,17.19,32.67,21.26,81.82
2025-01-03 19:45:00,28.52,66.74,12.6,32.77,21.73,82.09
2025-01-03 20:00:00,27.81,67.09,11.91,31.64,21.14,80.75
2025-01-03 20:15:00,27.75,68.77,11.8,31.45,21.48,80.69
2025-01-03 20:30:00,27.03,67.0,12.87,30.96,20.38,79.79
2025-01-03 20:45:00,26.94,66.96,11.65,30.96,20.28,79.76
2025-01-03 21:00:00,26.53,71.05,9.37,29.63,20.85,78.64
2025-01-03 21:15:00,25.38,76.77,12.54,28.65,21.01,77.71
2025-01-03 21:30:00,25.54,75.92,12.91,28.25,20.97,77.3
2025-01-03 21:45:00,25.71,76.34,14.63,27.71,21.23,76.85
2025-01-03 22:00:00,24.76,79.43,9.14,27.38,20.96,76.42
2025-01-03 22:15:00,24.56,77.13,10.11,26.67,20.28,75.47
2025-01-03 22:30:00,23.47,80.49,13.05,26.16,19.92,74.83
2025-01-03 22:45:00,23.76,81.79,14.41,25.38,20.46,74.24
2025-01-03 23:00:00,23.21,80.33,13.75,25.32,19.64,73.89
2025-01-03 23:15:00,22.27,85.25,12.31,24.49,19.67,73.07
2025-01-03 23:30:00,21.98,84.17,8.4,23.59,19.18,71.99
2025-01-03 23:45:00,22.37,83.77,6.62,23.24,19.49,71.76
2025-01-04 00:00:00,21.19,83.88,14.52,24.18,18.36,72.29
2025-01-04 00:15:00,20.9,90.01,11.19,23.51,19.2,71.92
2025-01-04 00:30:00,19.94,90.76,7.89,22.01,18.38,70.13
2025-01-04 00:45:00,21.13,91.6,13.41,23.12,19.71,71.72
2025-01-04 01:00:00,20.77,89.76,12.7,22.56,19.03,70.91
2025-01-04 01:15:00,20.41,88.84,11.3,21.6,18.51,69.76
2025-01-04 01:30:00,19.56,89.17,9.24,21.31,17.73,69.19
2025-01-04 01:45:00,20.21,91.7,8.07,22.13,18.81,70.4
2025-01-04 02:00:00,19.66,91.24,11.44,21.09,18.2,69.14
2025-01-04 02:15:00,20.24,88.5,8.66,21.57,18.27,69.65
2025-01-04 02:30:00,19.76,90.48,13.1,20.7,18.16,68.74
2025-01-04 02:45:00,20.01,90.79,15.41,21.63,18.45,69.77
2025-01-04 03:00:00,20.11,89.18,13.36,21.64,18.27,69.72
2025-01-04 03:15:00,20.15,89.68,10.34,21.32,18.4,69.45
2025-01-04 03:30:00,19.68,91.94,10.27,21.18,18.33,69.28
2025-01-04 03:45:00,20.08,90.28,15.12,21.83,18.44,69.97
2025-01-04 04:00:00,20.26,88.9,17.36,21.77,18.37,69.88
2025-01-04 04:15:00,20.25,88.4,13.03,22.75,18.27,70.82
2025-01-04 04:30:00,20.86,87.13,11.63,22.73,18.64,70.94
2025-01-04 04:45:00,21.57,89.95,8.58,22.74,19.84,71.38
2025-01-04 05:00:00,21.41,89.74,16.1,22.96,19.65,71.53
2025-01-04 05:15:00,22.41,84.21,16.07,24.02,19.61,72.58
2025-01-04 05:30:00,21.9,83.84,9.46,23.85,19.04,72.2
2025-01-04 05:45:00,22.12,81.35,10.08,24.58,18.78,72.84
2025-01-04 06:00:00,22.83,79.84,14.08,25.19,19.17,73.59
2025-01-04 06:15:00,22.31,81.67,8.98,26.11,19.03,74.46
2025-01-04 06:30:00,24.17,80.63,11.86,25.65,20.63,74.57
2025-01-04 06:45:00,24.13,78.96,9.7,26.79,20.25,75.58
2025-01-04 07:00:00,24.39,75.53,9.74,27.0,19.78,75.62
2025-01-04 07:15:00,24.46,78.28,13.52,28.15,20.43,77.01
2025-01-04 07:30:00,24.75,74.7,12.35,28.78,19.95,77.46
2025-01-04 07:45:00,26.56,74.49,11.23,28.84,21.65,78.14
2025-01-04 08:00:00,26.14,72.38,14.39,29.68,20.78,78.66
2025-01-04 08:15:00,26.23,69.31,13.27,28.99,20.16,77.75
2025-01-04 08:30:00,26.56,66.77,18.23,30.69,19.87,79.35
2025-01-04 08:45:00,27.46,69.95,11.75,31.13,21.48,80.36
2025-01-04 09:00:00,28.28,66.95,12.8,31.81,21.55,81.07
2025-01-04 09:15:00,28.1,67.59,10.11,32.17,21.53,81.42
2025-01-04 09:30:00,29.03,63.48,11.98,32.84,21.39,82.04
2025-01-04 09:45:00,29.68,64.28,14.04,33.38,22.21,82.88
2025-01-04 10:00:00,30.23,63.18,8.72,33.95,22.45,83.53
2025-01-04 10:15:00,29.67,60.7,11.53,34.18,21.26,83.33
2025-01-04 10:30:00,30.52,60.79,13.22,34.96,22.09,84.42
2025-01-04 10:45:00,30.91,55.93,11.64,35.03,21.09,84.12
2025-01-04 11:00:00,30.78,58.72,15.05,36.74,21.76,86.08
2025-01-04 11:15:00,31.53,59.05,11.16,36.51,22.55,86.13
2025-01-04 11:30:00,31.7,55.4,12.43,36.67,21.67,85.97
2025-01-04 11:45:00,32.33,54.97,14.98,37.49,22.11,86.95
2025-01-04 12:00:00,32.93,51.91,14.34,36.36,21.73,85.69
2025-01-04 12:15:00,32.27,53.03,7.5,37.4,21.48,86.63
2025-01-04 12:30:00,33.28,53.82,5.52,38.01,22.65,87.66
2025-01-04 12:45:00,33.06,52.65,12.46,37.83,22.08,87.28
2025-01-04 13:00:00,33.46,52.39,9.57,38.87,22.37,88.43
2025-01-04 13:15:00,34.11,50.82,9.67,39.01,22.46,88.6
2025-01-04 13:30:00,33.58,49.35,16.28,39.11,21.5,88.35
2025-01-04 13:45:00,33.32,47.96,11.48,40.06,20.79,89.05
2025-01-04 14:00:00,33.67,51.73,16.57,39.12,22.36,88.67
2025-01-04 14:15:00,34.26,49.31,10.49,40.56,22.1,90.02
2025-01-04 14:30:00,34.3,50.45,15.9,40.15,22.52,89.76
2025-01-04 14:45:00,34.0,48.91,10.31,39.71,21.73,89.04
2025-01-04 15:00:00,34.75,50.38,12.46,39.24,22.9,88.99
2025-01-04 15:15:00,33.33,48.93,10.36,39.93,21.13,89.03
2025-01-04 15:30:00,33.34,51.49,13.8,39.79,21.98,89.2
2025-01-04 15:45:00,34.03,49.93,15.75,38.31,22.1,87.77
2025-01-04 16:00:00,33.34,51.15,13.39,39.48,21.86,88.85
2025-01-04 16:15:00,33.46,55.31,14.32,38.25,23.27,88.13
2025-01-04 16:30:00,33.08,53.08,13.27,39.06,22.24,88.56
2025-01-04 16:45:00,33.04,54.98,9.9,37.8,22.77,87.5
2025-01-04 17:00:00,32.14,51.18,9.24,38.67,20.77,87.65
2025-01-04 17:15:00,32.17,54.55,14.04,37.42,21.85,86.79
2025-01-04 17:30:00,32.29,54.98,12.71,36.78,22.09,86.23
2025-01-04 17:45:00,31.52,59.22,13.84,36.68,22.59,86.31
2025-01-04 18:00:00,31.53,59.58,8.76,36.07,22.7,85.74
2025-01-04 18:15:00,31.05,57.91,13.47,35.24,21.78,84.58
2025-01-04 18:30:00,31.0,60.03,16.26,35.15,22.32,84.69
2025-01-04 18:45:00,30.19,65.06,7.6,34.76,22.89,84.5
2025-01-04 19:00:00,29.98,62.92,13.68,34.59,22.14,84.06
2025-01-04 19:15:00,29.19,61.73,9.87,33.29,21.09,82.38
2025-01-04 19:30:00,28.58,65.71,12.99,33.66,21.53,82.91
2025-01-04 19:45:00,27.89,66.77,10.48,32.85,21.13,81.96
2025-01-04 20:00:00,27.86,67.41,13.62,31.28,21.26,80.44
2025-01-04 20:15:00,27.41,69.32,10.91,30.64,21.29,79.81
2025-01-04 20:30:00,27.29,69.44,11.0,31.36,21.2,80.5
2025-01-04 20:45:00,26.63,72.71,7.6,29.2,21.32,78.38
2025-01-04 21:00:00,25.48,74.5,18.4,29.05,20.61,77.97
2025-01-04 21:15:00,25.41,74.18,17.02,29.52,20.47,78.39
2025-01-04 21:30:00,26.01,76.99,13.48,28.68,21.66,77.98
